Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, Zarobek, Czas podrozy, Z populacji, 
511222, 1507326.0962338946, 201, 532455, 1539814.1542323383, 201, 513614, 1551293.267923937, 201, 528871, 1525397.541583027, 201, 
510546, 1491073.6435374785, 202, 533287, 1539903.589302774, 202, 513614, 1542121.9647744598, 202, 528871, 1523182.7431468717, 202, 
511289, 1489686.6541567238, 203, 532588, 1534867.0511553609, 203, 513250, 1536347.5404572063, 203, 528871, 1519485.4479063489, 203, 
511289, 1485300.333326968, 204, 532588, 1533880.5159838216, 204, 513250, 1530281.0509468394, 204, 528871, 1514779.2150899877, 204, 
511289, 1481509.1593775412, 205, 528351, 1507668.1211426137, 205, 512959, 1528364.4503864567, 205, 528643, 1512557.7587110593, 205, 
511289, 1477353.2138279343, 206, 528351, 1498426.6308614274, 206, 512959, 1526503.0138102525, 206, 529351, 1509406.1770978721, 206, 
511289, 1474956.024674028, 207, 528351, 1495762.92363899, 207, 512959, 1525585.3887174581, 207, 529351, 1507404.2624497826, 207, 
511289, 1471186.8611314748, 208, 528351, 1490298.7489278906, 208, 512959, 1524506.6284807732, 208, 530024, 1507566.453458115, 208, 
515569, 1517776.1246740532, 209, 528351, 1488384.3842195047, 209, 512959, 1521182.1740290218, 209, 530024, 1501713.396907302, 209, 
515569, 1514786.5237231953, 210, 528007, 1482069.1817112782, 210, 512959, 1518877.7923515472, 210, 529065, 1496760.741554277, 210, 
515194, 1512312.1252376628, 211, 528007, 1477070.2973280873, 211, 512959, 1510137.342214928, 211, 528841, 1492720.625422028, 211, 
515408, 1512404.3474923465, 212, 527078, 1460730.0442841602, 212, 512959, 1499165.8042502115, 212, 528841, 1490919.152034426, 212, 
514837, 1502341.3419008777, 213, 527665, 1461157.358676741, 213, 513250, 1497426.6616425754, 213, 528841, 1488209.7814485, 213, 
514969, 1498533.2980433498, 214, 527665, 1460333.6491507173, 214, 513567, 1493556.6381567281, 214, 528841, 1486548.0294396405, 214, 
514969, 1492127.6641118927, 215, 527665, 1455397.2022089467, 215, 513567, 1492407.2929248416, 215, 528026, 1477421.8263092428, 215, 
514969, 1488368.4936866472, 216, 527665, 1454199.4002739494, 216, 513471, 1489680.9495814599, 216, 525353, 1455780.928074624, 216, 
512890, 1471330.7123173277, 217, 530411, 1474257.763427937, 217, 513471, 1489177.7278564372, 217, 525353, 1452736.437328402, 217, 
512890, 1467956.2192176317, 218, 530411, 1473292.454483267, 218, 513471, 1487024.2290721675, 218, 525353, 1450173.4912233867, 218, 
512054, 1466172.682636604, 219, 530411, 1463088.267877994, 219, 513726, 1481628.715739578, 219, 525353, 1444656.3206270677, 219, 
509878, 1449031.5786350577, 220, 530411, 1461170.4886825045, 220, 513726, 1474634.1093142107, 220, 525353, 1441418.2680189759, 220, 
509878, 1448160.2048721095, 221, 528191, 1448271.177574379, 221, 514200, 1470900.9005108406, 221, 525353, 1438916.651724836, 221, 
510546, 1446729.5977636462, 222, 528191, 1444369.5501375173, 222, 514200, 1470113.102825098, 222, 525353, 1432342.2405095333, 222, 
510120, 1444091.572251983, 223, 528191, 1437037.442826831, 223, 514200, 1466936.5416413378, 223, 530233, 1464658.7803962638, 223, 
510546, 1440465.3216572409, 224, 529909, 1442668.9315417686, 224, 513835, 1458636.1958075354, 224, 529902, 1459437.1178346218, 224, 
510546, 1439412.7849493248, 225, 529909, 1441458.8382804627, 225, 513362, 1456329.4531994653, 225, 529902, 1457898.9848478776, 225, 
520784, 1562160.787116439, 226, 529909, 1437748.2910724962, 226, 513362, 1452736.1440390854, 226, 524544, 1419370.5267374218, 226, 
520784, 1561025.208846498, 227, 529909, 1437748.2910724962, 227, 513726, 1450726.6363972733, 227, 525622, 1415341.4429394503, 227, 
519926, 1549422.43105548, 228, 529909, 1437748.2910724962, 227, 512756, 1438981.2107816518, 228, 525622, 1410003.4688606942, 228, 
519926, 1547527.7475940203, 229, 528473, 1427559.5891304354, 229, 512756, 1433403.6530279387, 229, 525622, 1406558.0441650145, 229, 
519926, 1545495.439376775, 230, 528473, 1426261.4552119595, 230, 512756, 1428848.357822639, 230, 525622, 1406558.0441650145, 229, 
519926, 1540996.3486674752, 231, 528792, 1425513.5102456005, 231, 512756, 1428314.3880776407, 231, 525622, 1404536.4310482915, 231, 
519772, 1538127.423718967, 232, 529632, 1421333.2825096685, 232, 512959, 1425374.2694260434, 232, 525622, 1404027.7224885626, 232, 
519772, 1533328.4806486696, 233, 529632, 1419119.775498966, 233, 512512, 1421826.6148595372, 233, 525303, 1401578.9491876236, 233, 
519772, 1532257.7647013466, 234, 529632, 1418330.6124424965, 234, 512512, 1419788.2828280474, 234, 525622, 1399212.650277134, 234, 
519772, 1528590.81403668, 235, 529632, 1416069.7982218817, 235, 512512, 1418869.5725504595, 235, 525622, 1392270.440918876, 235, 
514632, 1469894.967416201, 236, 528015, 1404637.181076265, 236, 512133, 1412518.3473514924, 236, 526595, 1391355.1037998265, 236, 
515049, 1467257.088860287, 237, 528199, 1398565.1405444592, 237, 512512, 1407305.555021222, 237, 526595, 1387802.4585154145, 237, 
515049, 1466934.1931866873, 238, 528199, 1392540.1897071574, 238, 512660, 1405554.4032017984, 238, 526595, 1387577.4522996536, 238, 
515049, 1465771.2347887168, 239, 528199, 1391634.428946777, 239, 512660, 1403740.1329041347, 239, 526595, 1386881.8453705139, 239, 
514747, 1460485.091142257, 240, 528199, 1391069.5126302834, 240, 513506, 1401933.9111533933, 240, 528987, 1406993.7753901999, 240, 
514747, 1458400.116737671, 241, 528755, 1387984.3550379346, 241, 513506, 1398844.3426572548, 241, 528817, 1404737.7120164384, 241, 
514747, 1455701.1540235616, 242, 528755, 1387008.3794089167, 242, 513506, 1397337.1866553426, 242, 528817, 1399679.5949518213, 242, 
514747, 1451737.8695696946, 243, 528755, 1383170.590261989, 243, 513506, 1393194.1386674207, 243, 529194, 1398041.225609039, 243, 
515446, 1449513.1585829721, 244, 528755, 1373927.3706650524, 244, 513506, 1389888.4140173392, 244, 528987, 1391753.3691985758, 244, 
515575, 1445546.797426318, 245, 528290, 1369540.554663081, 245, 513362, 1387310.819922984, 245, 529525, 1388918.9864367307, 245, 
515575, 1438601.9593562812, 246, 528755, 1367497.9173100875, 246, 512903, 1386119.0389334972, 246, 529525, 1388770.9356216756, 246, 
516299, 1433724.5841257826, 247, 525575, 1353632.6401252176, 247, 512137, 1381409.8545801905, 247, 529525, 1378867.9892844572, 247, 
516299, 1428565.1466329535, 248, 526718, 1350341.166504787, 248, 512137, 1376992.832634701, 248, 529525, 1378498.4252809028, 248, 
516299, 1419797.3978759462, 249, 526008, 1345947.1523844376, 249, 512137, 1376550.5702182737, 249, 529194, 1371744.630262245, 249, 

